,losses,accs,losses_test,accs_test,times,epoch,round,nonzero_perc
0,2.5526669025421143,0.12800000607967377,0.7735013244628907,0.2567,1.6117579936981201,0,0,80.0
1,2.164987564086914,0.13100001215934753,0.7735013244628907,0.2567,1.0539584159851074,0,0,80.0
2,1.5593819618225098,0.13100001215934753,0.7735013244628907,0.2567,1.1050043106079102,0,0,80.0
3,1.3581414222717285,0.19300000369548798,0.7735013244628907,0.2567,1.022930383682251,0,0,80.0
4,1.5613670349121094,0.17400000989437103,0.7735013244628907,0.2567,1.0254650115966797,0,0,80.0
5,1.7507739067077637,0.16900001466274261,0.7735013244628907,0.2567,1.033332109451294,0,0,80.0
6,1.6505261659622192,0.18900001049041748,0.7735013244628907,0.2567,1.0315089225769043,0,0,80.0
7,1.4292545318603516,0.18700000643730164,0.7735013244628907,0.2567,1.0202443599700928,0,0,80.0
8,1.2149616479873657,0.17900000512599945,0.7735013244628907,0.2567,1.019941806793213,0,0,80.0
9,1.1411412954330444,0.18900001049041748,0.7735013244628907,0.2567,1.036942481994629,0,0,80.0
10,1.23245370388031,0.16600000858306885,0.7735013244628907,0.2567,1.0309374332427979,0,0,80.0
11,1.2735199928283691,0.19200000166893005,0.7735013244628907,0.2567,1.0164763927459717,0,0,80.0
12,1.2551050186157227,0.20500001311302185,0.7735013244628907,0.2567,1.0974571704864502,0,0,80.0
13,1.1260108947753906,0.20200000703334808,0.7735013244628907,0.2567,1.0444672107696533,0,0,80.0
14,0.9948992133140564,0.24900001287460327,0.7735013244628907,0.2567,1.0379245281219482,0,0,80.0
15,0.968833863735199,0.24400001764297485,0.7735013244628907,0.2567,1.0335159301757812,0,0,80.0
16,1.0669219493865967,0.23100000619888306,0.7735013244628907,0.2567,1.036942958831787,0,0,80.0
17,1.0914628505706787,0.23200000822544098,0.7735013244628907,0.2567,1.0359420776367188,0,0,80.0
18,1.0175423622131348,0.2540000081062317,0.7735013244628907,0.2567,1.0345795154571533,0,0,80.0
19,0.9774617552757263,0.242000013589859,0.7735013244628907,0.2567,1.0386838912963867,0,0,80.0
20,0.9511852860450745,0.24700000882148743,0.7735013244628907,0.2567,1.053997278213501,0,0,80.0
21,0.9507002830505371,0.20800000429153442,0.7735013244628907,0.2567,1.0629856586456299,0,0,80.0
22,0.9592068195343018,0.1980000138282776,0.7735013244628907,0.2567,1.079805850982666,0,0,80.0
23,0.944395124912262,0.23100000619888306,0.7735013244628907,0.2567,1.0930886268615723,0,0,80.0
24,0.8906108140945435,0.2370000183582306,0.7735013244628907,0.2567,1.023930549621582,0,0,80.0
25,0.8514320850372314,0.2460000067949295,0.7735013244628907,0.2567,1.0403072834014893,0,0,80.0
26,0.8465148210525513,0.26100000739097595,0.7735013244628907,0.2567,1.014207124710083,0,0,80.0
27,0.8385706543922424,0.27900001406669617,0.7735013244628907,0.2567,1.0112299919128418,0,0,80.0
28,0.836143434047699,0.2510000169277191,0.7735013244628907,0.2567,1.0133676528930664,0,0,80.0
29,0.8338207006454468,0.25200000405311584,0.7735013244628907,0.2567,1.0189261436462402,0,0,80.0
30,0.8303660750389099,0.25600001215934753,0.7735013244628907,0.2567,1.0219287872314453,0,0,80.0
31,0.7942668795585632,0.27400001883506775,0.7735013244628907,0.2567,1.0240015983581543,0,0,80.0
32,0.8161677718162537,0.26500001549720764,0.7735013244628907,0.2567,1.027043342590332,0,0,80.0
33,0.780948281288147,0.289000004529953,0.7735013244628907,0.2567,1.03407883644104,0,0,80.0
34,0.8092107772827148,0.2639999985694885,0.7735013244628907,0.2567,1.086111068725586,0,0,80.0
35,0.7716917991638184,0.27000001072883606,0.7735013244628907,0.2567,1.0319559574127197,0,0,80.0
36,0.7866300344467163,0.2639999985694885,0.7735013244628907,0.2567,1.048966884613037,0,0,80.0
37,0.7739080786705017,0.2710000276565552,0.7735013244628907,0.2567,1.031972885131836,0,0,80.0
38,0.7472575306892395,0.27300000190734863,0.7735013244628907,0.2567,1.0383718013763428,0,0,80.0
39,0.7746042609214783,0.2750000059604645,0.7735013244628907,0.2567,1.0385024547576904,0,0,80.0
