,losses,accs,noncvx_losses,losses_test,accs_test,noncvx_losses_test,times,epoch,round,nonzero_perc
0,0.08315730094909668,0.9960000514984131,0.43419164419174194,0.35597792053222654,0.5368,0.45372880859375,12.298614025115967,0,0,80.0
1,0.081422358751297,0.9930000305175781,0.44334980845451355,0.35597792053222654,0.5368,0.45372880859375,1.2343459129333496,0,0,80.0
2,0.08051504194736481,0.9910000562667847,0.4405536353588104,0.35597792053222654,0.5368,0.45372880859375,1.1844844818115234,0,0,80.0
3,0.08560977876186371,0.9940000176429749,0.4389456808567047,0.35597792053222654,0.5368,0.45372880859375,1.1330299377441406,0,0,80.0
4,0.08358413726091385,0.9920000433921814,0.4375074803829193,0.35597792053222654,0.5368,0.45372880859375,1.2661514282226562,0,0,80.0
5,0.08244557678699493,0.9930000305175781,0.4354938268661499,0.35597792053222654,0.5368,0.45372880859375,1.0859875679016113,0,0,80.0
6,0.08296052366495132,0.9950000643730164,0.43743541836738586,0.35597792053222654,0.5368,0.45372880859375,1.2925145626068115,0,0,80.0
7,0.08263291418552399,0.9950000643730164,0.4436456561088562,0.35597792053222654,0.5368,0.45372880859375,1.17043137550354,0,0,80.0
8,0.08367670327425003,0.9960000514984131,0.4380776286125183,0.35597792053222654,0.5368,0.45372880859375,1.129026174545288,0,0,80.0
9,0.08357298374176025,0.9960000514984131,0.44353726506233215,0.35597792053222654,0.5368,0.45372880859375,1.2880403995513916,0,0,80.0
10,0.08565771579742432,0.9900000691413879,0.4395543932914734,0.35597792053222654,0.5368,0.45372880859375,1.0910158157348633,0,0,80.0
11,0.08188710361719131,0.9950000643730164,0.43630045652389526,0.35597792053222654,0.5368,0.45372880859375,1.3463504314422607,0,0,80.0
12,0.08242465555667877,0.9970000386238098,0.44114774465560913,0.35597792053222654,0.5368,0.45372880859375,1.1700639724731445,0,0,80.0
13,0.08547846972942352,0.9950000643730164,0.4358273148536682,0.35597792053222654,0.5368,0.45372880859375,1.2046267986297607,0,0,80.0
14,0.08321250975131989,0.9910000562667847,0.4365117847919464,0.35597792053222654,0.5368,0.45372880859375,1.1802232265472412,0,0,80.0
15,0.08466238528490067,0.9930000305175781,0.4356314241886139,0.35597792053222654,0.5368,0.45372880859375,1.094918966293335,0,0,80.0
16,0.0821094885468483,0.9960000514984131,0.4420001804828644,0.35597792053222654,0.5368,0.45372880859375,1.2965469360351562,0,0,80.0
17,0.0807681754231453,0.9940000176429749,0.43604016304016113,0.35597792053222654,0.5368,0.45372880859375,1.1940853595733643,0,0,80.0
18,0.07930994778871536,1.0,0.4384893476963043,0.35597792053222654,0.5368,0.45372880859375,1.1005985736846924,0,0,80.0
19,0.08276654034852982,0.9950000643730164,0.4388716220855713,0.35597792053222654,0.5368,0.45372880859375,1.268031358718872,0,0,80.0
20,0.08227802067995071,0.9940000176429749,0.4404686391353607,0.35597792053222654,0.5368,0.45372880859375,1.0961024761199951,0,0,80.0
21,0.07984846085309982,0.9950000643730164,0.43821001052856445,0.35597792053222654,0.5368,0.45372880859375,1.3252077102661133,0,0,80.0
22,0.08438558131456375,0.9940000176429749,0.4419255554676056,0.35597792053222654,0.5368,0.45372880859375,1.1430397033691406,0,0,80.0
23,0.08164039254188538,0.9970000386238098,0.4376233220100403,0.35597792053222654,0.5368,0.45372880859375,1.130028247833252,0,0,80.0
24,0.08592056483030319,0.9960000514984131,0.4397614598274231,0.35597792053222654,0.5368,0.45372880859375,1.2385389804840088,0,0,80.0
25,0.08449550718069077,0.9940000176429749,0.4300103187561035,0.35597792053222654,0.5368,0.45372880859375,1.0820064544677734,0,0,80.0
26,0.0843433365225792,0.9940000176429749,0.43726450204849243,0.35597792053222654,0.5368,0.45372880859375,1.3583033084869385,0,0,80.0
27,0.08376062661409378,0.9950000643730164,0.4404895007610321,0.35597792053222654,0.5368,0.45372880859375,1.1730661392211914,0,0,80.0
28,0.08156253397464752,0.9970000386238098,0.4357523024082184,0.35597792053222654,0.5368,0.45372880859375,1.1270248889923096,0,0,80.0
29,0.07919053733348846,0.9960000514984131,0.43657398223876953,0.35597792053222654,0.5368,0.45372880859375,1.2511119842529297,0,0,80.0
30,0.079849012196064,0.999000072479248,0.43372970819473267,0.35597792053222654,0.5368,0.45372880859375,1.0811419486999512,0,0,80.0
31,0.08198104053735733,0.9910000562667847,0.43903180956840515,0.35597792053222654,0.5368,0.45372880859375,1.2881708145141602,0,0,80.0
32,0.08487638086080551,0.9910000562667847,0.4387851357460022,0.35597792053222654,0.5368,0.45372880859375,1.1330301761627197,0,0,80.0
33,0.08930139243602753,0.9930000305175781,0.440081924200058,0.35597792053222654,0.5368,0.45372880859375,1.205808162689209,0,0,80.0
34,0.08114714175462723,0.9950000643730164,0.4382088780403137,0.35597792053222654,0.5368,0.45372880859375,1.1614480018615723,0,0,80.0
35,0.08388117700815201,0.9950000643730164,0.43779104948043823,0.35597792053222654,0.5368,0.45372880859375,1.1099021434783936,0,0,80.0
36,0.08664834499359131,0.9900000691413879,0.44461482763290405,0.35597792053222654,0.5368,0.45372880859375,1.272155523300171,0,0,80.0
37,0.08198699355125427,0.9970000386238098,0.4405592083930969,0.35597792053222654,0.5368,0.45372880859375,1.1220200061798096,0,0,80.0
38,0.08039361238479614,0.9940000176429749,0.4400857090950012,0.35597792053222654,0.5368,0.45372880859375,1.271177053451538,0,0,80.0
39,0.08602695912122726,0.9940000176429749,0.43969517946243286,0.35597792053222654,0.5368,0.45372880859375,1.1816885471343994,0,0,80.0
40,0.08757928013801575,0.9910000562667847,0.43942052125930786,0.35597792053222654,0.5368,0.45372880859375,1.1470987796783447,0,0,80.0
41,0.08380585163831711,0.9950000643730164,0.43627989292144775,0.35597792053222654,0.5368,0.45372880859375,1.2503502368927002,0,0,80.0
42,0.08494603633880615,0.9960000514984131,0.43856069445610046,0.35597792053222654,0.5368,0.45372880859375,1.0910136699676514,0,0,80.0
43,0.0847403034567833,0.9980000257492065,0.43480798602104187,0.35597792053222654,0.5368,0.45372880859375,1.2541403770446777,0,0,80.0
44,0.08435362577438354,0.9930000305175781,0.43785175681114197,0.35597792053222654,0.5368,0.45372880859375,1.1450409889221191,0,0,80.0
45,0.0845518633723259,0.9900000691413879,0.43811821937561035,0.35597792053222654,0.5368,0.45372880859375,1.0889897346496582,0,0,80.0
46,0.08278896659612656,0.9960000514984131,0.441231369972229,0.35597792053222654,0.5368,0.45372880859375,1.228356122970581,0,0,80.0
47,0.08720413595438004,0.9970000386238098,0.44087228178977966,0.35597792053222654,0.5368,0.45372880859375,1.0829992294311523,0,0,80.0
48,0.08014843612909317,0.9970000386238098,0.439639151096344,0.35597792053222654,0.5368,0.45372880859375,1.2961783409118652,0,0,80.0
49,0.0826910138130188,0.9930000305175781,0.4368441700935364,0.35597792053222654,0.5368,0.45372880859375,1.1300275325775146,0,0,80.0
50,0.08185241371393204,0.9930000305175781,0.4405774176120758,0.3557771881103516,0.5364,0.452853955078125,3.450985908508301,1,0,80.0
51,0.08095364272594452,0.9930000305175781,0.43712514638900757,0.3557771881103516,0.5364,0.452853955078125,1.2440621852874756,1,0,80.0
