,losses,accs,losses_test,accs_test,times,epoch,round,nonzero_perc
0,1.0374298095703125,0.19200000166893005,0.6140955139160156,0.2506,1.5557246208190918,0,0,20.0
1,1.033071517944336,0.19200000166893005,0.6140955139160156,0.2506,1.036942720413208,0,0,20.0
2,0.9506796598434448,0.2160000056028366,0.6140955139160156,0.2506,1.0279347896575928,0,0,20.0
3,0.9396697878837585,0.19300000369548798,0.6140955139160156,0.2506,1.0970616340637207,0,0,20.0
4,0.8802558779716492,0.21900001168251038,0.6140955139160156,0.2506,1.0479822158813477,0,0,20.0
5,0.8414250612258911,0.1990000158548355,0.6140955139160156,0.2506,1.0399525165557861,0,0,20.0
6,0.7961940765380859,0.2110000103712082,0.6140955139160156,0.2506,1.032416820526123,0,0,20.0
7,0.7689946889877319,0.22200001776218414,0.6140955139160156,0.2506,1.0353219509124756,0,0,20.0
8,0.7554199695587158,0.2460000067949295,0.6140955139160156,0.2506,1.0429480075836182,0,0,20.0
9,0.7356505990028381,0.20500001311302185,0.6140955139160156,0.2506,1.0409464836120605,0,0,20.0
10,0.7051206231117249,0.20900000631809235,0.6140955139160156,0.2506,1.0849862098693848,0,0,20.0
11,0.7301386594772339,0.22800001502037048,0.6140955139160156,0.2506,1.0359418392181396,0,0,20.0
12,0.7094336152076721,0.2330000102519989,0.6140955139160156,0.2506,1.0533030033111572,0,0,20.0
13,0.7432311773300171,0.20200000703334808,0.6140955139160156,0.2506,1.0936317443847656,0,0,20.0
14,0.713281512260437,0.23900000751018524,0.6140955139160156,0.2506,1.039945125579834,0,0,20.0
15,0.7211503386497498,0.2630000114440918,0.6140955139160156,0.2506,1.050633192062378,0,0,20.0
16,0.7163912653923035,0.2240000069141388,0.6140955139160156,0.2506,1.0479786396026611,0,0,20.0
17,0.6900314688682556,0.25200000405311584,0.6140955139160156,0.2506,1.095078468322754,0,0,20.0
18,0.6952080726623535,0.22800001502037048,0.6140955139160156,0.2506,1.035834550857544,0,0,20.0
19,0.6939788460731506,0.2110000103712082,0.6140955139160156,0.2506,1.0419471263885498,0,0,20.0
20,0.6542483568191528,0.2670000195503235,0.6140955139160156,0.2506,1.033940315246582,0,0,20.0
21,0.6610193252563477,0.24900001287460327,0.6140955139160156,0.2506,1.036942481994629,0,0,20.0
22,0.667415976524353,0.23800000548362732,0.6140955139160156,0.2506,1.0319385528564453,0,0,20.0
23,0.6464212536811829,0.2290000170469284,0.6140955139160156,0.2506,1.0373525619506836,0,0,20.0
24,0.6577897667884827,0.22600001096725464,0.6140955139160156,0.2506,1.0828509330749512,0,0,20.0
25,0.6514164805412292,0.2460000067949295,0.6140955139160156,0.2506,1.0394840240478516,0,0,20.0
26,0.627689003944397,0.25600001215934753,0.6140955139160156,0.2506,1.047952651977539,0,0,20.0
27,0.6414756774902344,0.23500001430511475,0.6140955139160156,0.2506,1.0599632263183594,0,0,20.0
28,0.6375236511230469,0.2510000169277191,0.6140955139160156,0.2506,1.0329394340515137,0,0,20.0
29,0.6284641623497009,0.242000013589859,0.6140955139160156,0.2506,1.060964584350586,0,0,20.0
30,0.6319562792778015,0.2550000250339508,0.6140955139160156,0.2506,1.0282230377197266,0,0,20.0
31,0.6316210031509399,0.25300002098083496,0.6140955139160156,0.2506,1.0802886486053467,0,0,20.0
32,0.6319276094436646,0.25600001215934753,0.6140955139160156,0.2506,1.0365965366363525,0,0,20.0
33,0.6225346922874451,0.2630000114440918,0.6140955139160156,0.2506,1.0459516048431396,0,0,20.0
34,0.6359102129936218,0.24400001764297485,0.6140955139160156,0.2506,1.0274429321289062,0,0,20.0
35,0.6333759427070618,0.2639999985694885,0.6140955139160156,0.2506,1.0449485778808594,0,0,20.0
36,0.6266950368881226,0.24300001561641693,0.6140955139160156,0.2506,1.0339405536651611,0,0,20.0
37,0.6137613654136658,0.2639999985694885,0.6140955139160156,0.2506,1.0410032272338867,0,0,20.0
38,0.6013264656066895,0.2710000276565552,0.6140955139160156,0.2506,1.0925829410552979,0,0,20.0
39,0.5888205170631409,0.2800000011920929,0.6140955139160156,0.2506,1.0276286602020264,0,0,20.0
40,0.6183120012283325,0.25200000405311584,0.6140955139160156,0.2506,1.039041519165039,0,0,20.0
41,0.5889012217521667,0.2760000228881836,0.6140955139160156,0.2506,1.0393097400665283,0,0,20.0
42,0.5872728824615479,0.29600000381469727,0.6140955139160156,0.2506,1.0809931755065918,0,0,20.0
43,0.5905347466468811,0.2770000100135803,0.6140955139160156,0.2506,1.0359418392181396,0,0,20.0
44,0.5949985980987549,0.2939999997615814,0.6140955139160156,0.2506,1.0369415283203125,0,0,20.0
45,0.5867651700973511,0.27900001406669617,0.6140955139160156,0.2506,1.0799827575683594,0,0,20.0
46,0.6070771217346191,0.28300002217292786,0.6140955139160156,0.2506,1.0240232944488525,0,0,20.0
47,0.5923905968666077,0.2750000059604645,0.6140955139160156,0.2506,1.0296943187713623,0,0,20.0
48,0.5731741786003113,0.28200000524520874,0.6140955139160156,0.2506,1.0327322483062744,0,0,20.0
49,0.5887220501899719,0.289000004529953,0.6140955139160156,0.2506,1.0356526374816895,0,0,20.0
50,0.5952093601226807,0.26100000739097595,0.5677269836425781,0.2842,5.233066082000732,1,0,20.0
51,0.5681567788124084,0.2939999997615814,0.5677269836425781,0.2842,1.039064645767212,1,0,20.0
52,0.5826112627983093,0.30000001192092896,0.5677269836425781,0.2842,1.0403103828430176,1,0,20.0
53,0.5643278360366821,0.3060000240802765,0.5677269836425781,0.2842,1.0343241691589355,1,0,20.0
54,0.570293664932251,0.30300000309944153,0.5677269836425781,0.2842,1.0359370708465576,1,0,20.0
55,0.5816051959991455,0.289000004529953,0.5677269836425781,0.2842,1.037142276763916,1,0,20.0
56,0.5741660594940186,0.3050000071525574,0.5677269836425781,0.2842,1.1320288181304932,1,0,20.0
57,0.5920831561088562,0.2939999997615814,0.5677269836425781,0.2842,1.0409462451934814,1,0,20.0
58,0.5776495933532715,0.2880000174045563,0.5677269836425781,0.2842,1.0439491271972656,1,0,20.0
59,0.5822116732597351,0.2760000228881836,0.5677269836425781,0.2842,1.0802371501922607,1,0,20.0
60,0.570341169834137,0.29100000858306885,0.5677269836425781,0.2842,1.0309474468231201,1,0,20.0
61,0.5764715671539307,0.28600001335144043,0.5677269836425781,0.2842,1.0357933044433594,1,0,20.0
62,0.5737690925598145,0.2990000247955322,0.5677269836425781,0.2842,1.0408308506011963,1,0,20.0
63,0.5600293278694153,0.3020000159740448,0.5677269836425781,0.2842,1.076775312423706,1,0,20.0
64,0.5558555126190186,0.30800002813339233,0.5677269836425781,0.2842,1.047964334487915,1,0,20.0
65,0.5636647939682007,0.2980000078678131,0.5677269836425781,0.2842,1.0379431247711182,1,0,20.0
66,0.5436071753501892,0.3110000193119049,0.5677269836425781,0.2842,1.0809836387634277,1,0,20.0
67,0.5713489651679993,0.2750000059604645,0.5677269836425781,0.2842,1.0340454578399658,1,0,20.0
68,0.555745005607605,0.3230000138282776,0.5677269836425781,0.2842,1.0444273948669434,1,0,20.0
69,0.5602768063545227,0.31800001859664917,0.5677269836425781,0.2842,1.0288004875183105,1,0,20.0
70,0.5664445161819458,0.2939999997615814,0.5677269836425781,0.2842,1.1000010967254639,1,0,20.0
71,0.5562704801559448,0.31800001859664917,0.5677269836425781,0.2842,1.0479531288146973,1,0,20.0
72,0.5666218996047974,0.28700000047683716,0.5677269836425781,0.2842,1.0309374332427979,1,0,20.0
73,0.551380455493927,0.2980000078678131,0.5677269836425781,0.2842,1.0329387187957764,1,0,20.0
74,0.5453023910522461,0.3100000023841858,0.5677269836425781,0.2842,1.0359418392181396,1,0,20.0
75,0.5445284843444824,0.3020000159740448,0.5677269836425781,0.2842,1.0515615940093994,1,0,20.0
76,0.5435197353363037,0.320000022649765,0.5677269836425781,0.2842,1.039945363998413,1,0,20.0
77,0.5476964116096497,0.32100000977516174,0.5677269836425781,0.2842,1.0744001865386963,1,0,20.0
78,0.5586153864860535,0.30000001192092896,0.5677269836425781,0.2842,1.0292928218841553,1,0,20.0
