,losses,accs,noncvx_losses,losses_test,accs_test,noncvx_losses_test,times,epoch,round
0,0.5,0.09400000423192978,0.4799956977367401,0.36612180786132814,0.4674,0.4108658203125,1.9085912704467773,0,0
1,0.4704523980617523,0.23100000619888306,0.46802595257759094,0.36612180786132814,0.4674,0.4108658203125,0.2172832489013672,0,0
2,0.4538508355617523,0.2850000262260437,0.4581201374530792,0.36612180786132814,0.4674,0.4108658203125,0.15514540672302246,0,0
3,0.4494377672672272,0.27800002694129944,0.4510370194911957,0.36612180786132814,0.4674,0.4108658203125,0.1491396427154541,0,0
4,0.4377743601799011,0.31300002336502075,0.4410710334777832,0.36612180786132814,0.4674,0.4108658203125,0.15366220474243164,0,0
5,0.4451977014541626,0.30300000309944153,0.44382086396217346,0.36612180786132814,0.4674,0.4108658203125,0.14813518524169922,0,0
6,0.42763686180114746,0.34800001978874207,0.4407099783420563,0.36612180786132814,0.4674,0.4108658203125,0.14513158798217773,0,0
7,0.4196450710296631,0.3660000264644623,0.44543811678886414,0.36612180786132814,0.4674,0.4108658203125,0.1561417579650879,0,0
8,0.4180105924606323,0.36400002241134644,0.44298264384269714,0.36612180786132814,0.4674,0.4108658203125,0.15213799476623535,0,0
9,0.4186208248138428,0.3710000216960907,0.435812771320343,0.36612180786132814,0.4674,0.4108658203125,0.1511375904083252,0,0
10,0.41120779514312744,0.3800000250339508,0.42903727293014526,0.36612180786132814,0.4674,0.4108658203125,0.14713382720947266,0,0
11,0.4082237184047699,0.3920000195503235,0.42533883452415466,0.36612180786132814,0.4674,0.4108658203125,0.14613580703735352,0,0
12,0.4048216640949249,0.39100003242492676,0.42073893547058105,0.36612180786132814,0.4674,0.4108658203125,0.14513516426086426,0,0
13,0.4043114185333252,0.3790000081062317,0.42227521538734436,0.36612180786132814,0.4674,0.4108658203125,0.1519908905029297,0,0
14,0.4046410322189331,0.3930000066757202,0.4176785349845886,0.36612180786132814,0.4674,0.4108658203125,0.1523141860961914,0,0
15,0.40296268463134766,0.39500001072883606,0.4155954122543335,0.36612180786132814,0.4674,0.4108658203125,0.1449601650238037,0,0
16,0.39100924134254456,0.42100003361701965,0.4145890474319458,0.36612180786132814,0.4674,0.4108658203125,0.15014219284057617,0,0
17,0.3963421583175659,0.40700000524520874,0.42292332649230957,0.36612180786132814,0.4674,0.4108658203125,0.14914178848266602,0,0
18,0.3975800573825836,0.3930000066757202,0.41950637102127075,0.36612180786132814,0.4674,0.4108658203125,0.14414191246032715,0,0
19,0.39048832654953003,0.4240000247955322,0.41558822989463806,0.36612180786132814,0.4674,0.4108658203125,0.15015196800231934,0,0
20,0.39031097292900085,0.43400001525878906,0.41217541694641113,0.36612180786132814,0.4674,0.4108658203125,0.16014480590820312,0,0
21,0.39045411348342896,0.40300002694129944,0.41068053245544434,0.36612180786132814,0.4674,0.4108658203125,0.14713478088378906,0,0
22,0.38501107692718506,0.42500001192092896,0.40991735458374023,0.36612180786132814,0.4674,0.4108658203125,0.15013551712036133,0,0
23,0.3838839530944824,0.4310000240802765,0.40875792503356934,0.36612180786132814,0.4674,0.4108658203125,0.14513230323791504,0,0
24,0.3871140480041504,0.42900002002716064,0.40709054470062256,0.36612180786132814,0.4674,0.4108658203125,0.1511375904083252,0,0
25,0.38264647126197815,0.4390000104904175,0.41049864888191223,0.36612180786132814,0.4674,0.4108658203125,0.146132230758667,0,0
